リベラル,7,模索,5,,,,,,,,,,,,,,,,,,,連れ立つ,3,,,,,,,,,,,,,,,,,,
レッテル,7,黙祷,5,,,,,,,,,,,,,,,,,,,歪む,3,,,,,,,,,,,,,,,,,,
阿呆,7,輸入,5,,,,,,,,,,,,,,,,,,,亘る,3,,,,,,,,,,,,,,,,,,
悪口,7,来日,5,,,,,,,,,,,,,,,,,,,憑かれる,3,,,,,,,,,,,,,,,,,,
横暴,7,落選,5,,,,,,,,,,,,,,,,,,,祀る,3,,,,,,,,,,,,,,,,,,
何者,7,累計,5,,,,,,,,,,,,,,,,,,,縋る,3,,,,,,,,,,,,,,,,,,
家庭,7,連携,5,,,,,,,,,,,,,,,,,,,頷く,3,,,,,,,,,,,,,,,,,,
火災,7,連発,5,,,,,,,,,,,,,,,,,,,やり遂げる,2,,,,,,,,,,,,,,,,,,
過半数,7,露呈,5,,,,,,,,,,,,,,,,,,,愛する,2,,,,,,,,,,,,,,,,,,
街頭,7,漏えい,5,,,,,,,,,,,,,,,,,,,囲む,2,,,,,,,,,,,,,,,,,,
各位,7,捏造,5,,,,,,,,,,,,,,,,,,,映す,2,,,,,,,,,,,,,,,,,,
核兵器,7,%、,4,,,,,,,,,,,,,,,,,,,映る,2,,,,,,,,,,,,,,,,,,
感じ,7,(´,4,,,,,,,,,,,,,,,,,,,悦に入る,2,,,,,,,,,,,,,,,,,,
貴様,7,;　,4,,,,,,,,,,,,,,,,,,,押し通す,2,,,,,,,,,,,,,,,,,,
犠牲,7,　-　　,4,,,,,,,,,,,,,,,,,,,殴り込む,2,,,,,,,,,,,,,,,,,,
議席,7,⇒　,4,,,,,,,,,,,,,,,,,,,下回る,2,,,,,,,,,,,,,,,,,,
休み,7,お手伝い,4,,,,,,,,,,,,,,,,,,,加わる,2,,,,,,,,,,,,,,,,,,
漁船,7,お断り,4,,,,,,,,,,,,,,,,,,,壊れる,2,,,,,,,,,,,,,,,,,,
協会,7,やり取り,4,,,,,,,,,,,,,,,,,,,悔いる,2,,,,,,,,,,,,,,,,,,
強盗,7,アクセス,4,,,,,,,,,,,,,,,,,,,改める,2,,,,,,,,,,,,,,,,,,
権限,7,サポート,4,,,,,,,,,,,,,,,,,,,開き直る,2,,,,,,,,,,,,,,,,,,
見直し,7,ノミネート,4,,,,,,,,,,,,,,,,,,,外れる,2,,,,,,,,,,,,,,,,,,
元凶,7,バッシング,4,,,,,,,,,,,,,,,,,,,割れる,2,,,,,,,,,,,,,,,,,,
元素,7,プレス,4,,,,,,,,,,,,,,,,,,,噛みしめる,2,,,,,,,,,,,,,,,,,,
故郷,7,リプライ,4,,,,,,,,,,,,,,,,,,,甘える,2,,,,,,,,,,,,,,,,,,
公人,7,レポート,4,,,,,,,,,,,,,,,,,,,貫き通す,2,,,,,,,,,,,,,,,,,,
公選法,7,威嚇,4,,,,,,,,,,,,,,,,,,,還る,2,,,,,,,,,,,,,,,,,,
公費,7,移動,4,,,,,,,,,,,,,,,,,,,鑑みる,2,,,,,,,,,,,,,,,,,,
広場,7,一貫,4,,,,,,,,,,,,,,,,,,,間に合う,2,,,,,,,,,,,,,,,,,,
航空,7,隠ぺい,4,,,,,,,,,,,,,,,,,,,帰れる,2,,,,,,,,,,,,,,,,,,
高齢,7,噂,4,,,,,,,,,,,,,,,,,,,気取る,2,,,,,,,,,,,,,,,,,,
主権,7,運用,4,,,,,,,,,,,,,,,,,,,虐げる,2,,,,,,,,,,,,,,,,,,
手紙,7,横行,4,,,,,,,,,,,,,,,,,,,及ぼす,2,,,,,,,,,,,,,,,,,,
首都,7,加盟,4,,,,,,,,,,,,,,,,,,,泣き叫ぶ,2,,,,,,,,,,,,,,,,,,
出来事,7,可決,4,,,,,,,,,,,,,,,,,,,窮する,2,,,,,,,,,,,,,,,,,,
書類,7,解釈,4,,,,,,,,,,,,,,,,,,,居合わせる,2,,,,,,,,,,,,,,,,,,
諸国,7,開示,4,,,,,,,,,,,,,,,,,,,仰ぐ,2,,,,,,,,,,,,,,,,,,
女子高,7,確信,4,,,,,,,,,,,,,,,,,,,仰る,2,,,,,,,,,,,,,,,,,,
奨学,7,学習,4,,,,,,,,,,,,,,,,,,,禁じる,2,,,,,,,,,,,,,,,,,,
少年,7,寄生,4,,,,,,,,,,,,,,,,,,,謹む,2,,,,,,,,,,,,,,,,,,
笑い,7,帰属,4,,,,,,,,,,,,,,,,,,,駆け付ける,2,,,,,,,,,,,,,,,,,,
信念,7,休職,4,,,,,,,,,,,,,,,,,,,屈す,2,,,,,,,,,,,,,,,,,,
身体,7,救助,4,,,,,,,,,,,,,,,,,,,携わる,2,,,,,,,,,,,,,,,,,,
人士,7,給付,4,,,,,,,,,,,,,,,,,,,欠く,2,,,,,,,,,,,,,,,,,,
瑞穂,7,供与,4,,,,,,,,,,,,,,,,,,,欠ける,2,,,,,,,,,,,,,,,,,,
正体,7,共生,4,,,,,,,,,,,,,,,,,,,結びつく,2,,,,,,,,,,,,,,,,,,
戦犯,7,強化,4,,,,,,,,,,,,,,,,,,,兼ねる,2,,,,,,,,,,,,,,,,,,
騒乱,7,警告,4,,,,,,,,,,,,,,,,,,,見れる,2,,,,,,,,,,,,,,,,,,
体質,7,迎撃,4,,,,,,,,,,,,,,,,,,,見合う,2,,,,,,,,,,,,,,,,,,
大臣,7,激突,4,,,,,,,,,,,,,,,,,,,見積もる,2,,,,,,,,,,,,,,,,,,
段階,7,決着,4,,,,,,,,,,,,,,,,,,,見送る,2,,,,,,,,,,,,,,,,,,
男子,7,結集,4,,,,,,,,,,,,,,,,,,,見直す,2,,,,,,,,,,,,,,,,,,
茶道,7,喧伝,4,,,,,,,,,,,,,,,,,,,見舞う,2,,,,,,,,,,,,,,,,,,
中道,7,懸念,4,,,,,,,,,,,,,,,,,,,見放す,2,,,,,,,,,,,,,,,,,,
通常,7,顕彰,4,,,,,,,,,,,,,,,,,,,言い換える,2,,,,,,,,,,,,,,,,,,
途端,7,減額,4,,,,,,,,,,,,,,,,,,,言い出す,2,,,,,,,,,,,,,,,,,,
都庁,7,言上,4,,,,,,,,,,,,,,,,,,,言い渡す,2,,,,,,,,,,,,,,,,,,
党名,7,呼称,4,,,,,,,,,,,,,,,,,,,言わす,2,,,,,,,,,,,,,,,,,,
盗難,7,誤解,4,,,,,,,,,,,,,,,,,,,固める,2,,,,,,,,,,,,,,,,,,
日頃,7,交際,4,,,,,,,,,,,,,,,,,,,枯れる,2,,,,,,,,,,,,,,,,,,
如何,7,交付,4,,,,,,,,,,,,,,,,,,,語り合う,2,,,,,,,,,,,,,,,,,,
能力,7,公言,4,,,,,,,,,,,,,,,,,,,護る,2,,,,,,,,,,,,,,,,,,
反核,7,拘置,4,,,,,,,,,,,,,,,,,,,交える,2,,,,,,,,,,,,,,,,,,
筆頭,7,構想,4,,,,,,,,,,,,,,,,,,,好く,2,,,,,,,,,,,,,,,,,,
部落,7,考察,4,,,,,,,,,,,,,,,,,,,抗する,2,,,,,,,,,,,,,,,,,,
文言,7,告発,4,,,,,,,,,,,,,,,,,,,構える,2,,,,,,,,,,,,,,,,,,
保育園,7,懇談,4,,,,,,,,,,,,,,,,,,,絞る,2,,,,,,,,,,,,,,,,,,
方式,7,作成,4,,,,,,,,,,,,,,,,,,,行き過ぎる,2,,,,,,,,,,,,,,,,,,
北方,7,殺し合い,4,,,,,,,,,,,,,,,,,,,行ける,2,,,,,,,,,,,,,,,,,,
本国,7,参照,4,,,,,,,,,,,,,,,,,,,降りる,2,,,,,,,,,,,,,,,,,,
本店,7,山積,4,,,,,,,,,,,,,,,,,,,根付く,2,,,,,,,,,,,,,,,,,,
目線,7,施行,4,,,,,,,,,,,,,,,,,,,混ぜる,2,,,,,,,,,,,,,,,,,,
爺さん,7,自虐,4,,,,,,,,,,,,,,,,,,,済ます,2,,,,,,,,,,,,,,,,,,
有罪,7,自決,4,,,,,,,,,,,,,,,,,,,裁く,2,,,,,,,,,,,,,,,,,,
予算,7,自首,4,,,,,,,,,,,,,,,,,,,載せる,2,,,,,,,,,,,,,,,,,,
流れ,7,執筆,4,,,,,,,,,,,,,,,,,,,咲く,2,,,,,,,,,,,,,,,,,,
留学生,7,失格,4,,,,,,,,,,,,,,,,,,,撮す,2,,,,,,,,,,,,,,,,,,
amp,6,失望,4,,,,,,,,,,,,,,,,,,,殺る,2,,,,,,,,,,,,,,,,,,
CNN,6,射殺,4,,,,,,,,,,,,,,,,,,,散る,2,,,,,,,,,,,,,,,,,,
TBS,6,収奪,4,,,,,,,,,,,,,,,,,,,仕掛ける,2,,,,,,,,,,,,,,,,,,
THAAD,6,就職,4,,,,,,,,,,,,,,,,,,,仕舞う,2,,,,,,,,,,,,,,,,,,
アメブロ,6,従軍,4,,,,,,,,,,,,,,,,,,,使い切る,2,,,,,,,,,,,,,,,,,,
インフラ,6,渋滞,4,,,,,,,,,,,,,,,,,,,刺す,2,,,,,,,,,,,,,,,,,,
カメラ,6,宿泊,4,,,,,,,,,,,,,,,,,,,思ふ,2,,,,,,,,,,,,,,,,,,
カメラマン,6,縮小,4,,,,,,,,,,,,,,,,,,,止む,2,,,,,,,,,,,,,,,,,,
コーヒー,6,出頭,4,,,,,,,,,,,,,,,,,,,試みる,2,,,,,,,,,,,,,,,,,,
コンプライアンス,6,処,4,,,,,,,,,,,,,,,,,,,持ちきる,2,,,,,,,,,,,,,,,,,,
ジョーク,6,助長,4,,,,,,,,,,,,,,,,,,,持ち上げる,2,,,,,,,,,,,,,,,,,,
スター,6,承認,4,,,,,,,,,,,,,,,,,,,治す,2,,,,,,,,,,,,,,,,,,
スパイ,6,浄化,4,,,,,,,,,,,,,,,,,,,失せる,2,,,,,,,,,,,,,,,,,,
ソング,6,侵攻,4,,,,,,,,,,,,,,,,,,,借りる,2,,,,,,,,,,,,,,,,,,
チラシ,6,進化,4,,,,,,,,,,,,,,,,,,,取り扱う,2,,,,,,,,,,,,,,,,,,
データ,6,進展,4,,,,,,,,,,,,,,,,,,,取り囲む,2,,,,,,,,,,,,,,,,,,
トンネル,6,吹聴,4,,,,,,,,,,,,,,,,,,,取り巻く,2,,,,,,,,,,,,,,,,,,
ドゥテルテ,6,推定,4,,,,,,,,,,,,,,,,,,,取り残す,2,,,,,,,,,,,,,,,,,,
ニコ,6,衰退,4,,,,,,,,,,,,,,,,,,,取り止める,2,,,,,,,,,,,,,,,,,,
ヘイトクライム,6,接続,4,,,,,,,,,,,,,,,,,,,取り除く,2,,,,,,,,,,,,,,,,,,
ヘル,6,相当,4,,,,,,,,,,,,,,,,,,,出せる,2,,,,,,,,,,,,,,,,,,
ホール,6,総合,4,,,,,,,,,,,,,,,,,,,出来上がる,2,,,,,,,,,,,,,,,,,,
マニア,6,増加,4,,,,,,,,,,,,,,,,,,,処す,2,,,,,,,,,,,,,,,,,,
メンバー,6,卒業,4,,,,,,,,,,,,,,,,,,,助け合う,2,,,,,,,,,,,,,,,,,,
モラル,6,損壊,4,,,,,,,,,,,,,,,,,,,傷つく,2,,,,,,,,,,,,,,,,,,
ユニオン,6,対峙,4,,,,,,,,,,,,,,,,,,,勝ち取る,2,,,,,,,,,,,,,,,,,,
レベル,6,退去,4,,,,,,,,,,,,,,,,,,,召し上がる,2,,,,,,,,,,,,,,,,,,
ワラ,6,退散,4,,,,,,,,,,,,,,,,,,,昇る,2,,,,,,,,,,,,,,,,,,
唖然,6,退職,4,,,,,,,,,,,,,,,,,,,焦る,2,,,,,,,,,,,,,,,,,,
医師,6,定義,4,,,,,,,,,,,,,,,,,,,称す,2,,,,,,,,,,,,,,,,,,
一般人,6,転換,4,,,,,,,,,,,,,,,,,,,称する,2,,,,,,,,,,,,,,,,,,
一連,6,土下座,4,,,,,,,,,,,,,,,,,,,笑わせる,2,,,,,,,,,,,,,,,,,,
映画,6,投下,4,,,,,,,,,,,,,,,,,,,象る,2,,,,,,,,,,,,,,,,,,
園児,6,動員,4,,,,,,,,,,,,,,,,,,,乗せる,2,,,,,,,,,,,,,,,,,,
加害,6,同情,4,,,,,,,,,,,,,,,,,,,乗り込む,2,,,,,,,,,,,,,,,,,,
海運,6,爆笑,4,,,,,,,,,,,,,,,,,,,乗り切れる,2,,,,,,,,,,,,,,,,,,
海軍,6,発足,4,,,,,,,,,,,,,,,,,,,乗り付ける,2,,,,,,,,,,,,,,,,,,
外貨,6,反響,4,,,,,,,,,,,,,,,,,,,醸す,2,,,,,,,,,,,,,,,,,,
各社,6,標榜,4,,,,,,,,,,,,,,,,,,,植え付ける,2,,,,,,,,,,,,,,,,,,
学歴,6,紛争,4,,,,,,,,,,,,,,,,,,,寝込む,2,,,,,,,,,,,,,,,,,,
漢字,6,変貌,4,,,,,,,,,,,,,,,,,,,申し入れる,2,,,,,,,,,,,,,,,,,,
艦艇,6,放言,4,,,,,,,,,,,,,,,,,,,診る,2,,,,,,,,,,,,,,,,,,
窮地,6,亡命,4,,,,,,,,,,,,,,,,,,,震わせる,2,,,,,,,,,,,,,,,,,,
巨費,6,傍聴,4,,,,,,,,,,,,,,,,,,,推す,2,,,,,,,,,,,,,,,,,,
漁民,6,忘却,4,,,,,,,,,,,,,,,,,,,崇める,2,,,,,,,,,,,,,,,,,,
極み,6,暴れ,4,,,,,,,,,,,,,,,,,,,成る,2,,,,,,,,,,,,,,,,,,
極悪,6,暴露,4,,,,,,,,,,,,,,,,,,,生かす,2,,,,,,,,,,,,,,,,,,
近隣,6,貿易,4,,,,,,,,,,,,,,,,,,,誓う,2,,,,,,,,,,,,,,,,,,
軍国,6,蔓延,4,,,,,,,,,,,,,,,,,,,責め立てる,2,,,,,,,,,,,,,,,,,,
経緯,6,味方,4,,,,,,,,,,,,,,,,,,,切り込む,2,,,,,,,,,,,,,,,,,,
血税,6,名指し,4,,,,,,,,,,,,,,,,,,,切り捨てる,2,,,,,,,,,,,,,,,,,,
見込み,6,優勝,4,,,,,,,,,,,,,,,,,,,先立つ,2,,,,,,,,,,,,,,,,,,
元号,6,由来,4,,,,,,,,,,,,,,,,,,,宣う,2,,,,,,,,,,,,,,,,,,
公務員,6,誘致,4,,,,,,,,,,,,,,,,,,,戦える,2,,,,,,,,,,,,,,,,,,
口先,6,予報,4,,,,,,,,,,,,,,,,,,,送り付ける,2,,,,,,,,,,,,,,,,,,
国体,6,擁立,4,,,,,,,,,,,,,,,,,,,騒がす,2,,,,,,,,,,,,,,,,,,
根本,6,用意,4,,,,,,,,,,,,,,,,,,,憎む,2,,,,,,,,,,,,,,,,,,
最前線,6,落下,4,,,,,,,,,,,,,,,,,,,息巻く,2,,,,,,,,,,,,,,,,,,
災害,6,履行,4,,,,,,,,,,,,,,,,,,,打ち切る,2,,,,,,,,,,,,,,,,,,
財源,6,略奪,4,,,,,,,,,,,,,,,,,,,耐える,2,,,,,,,,,,,,,,,,,,
司法,6,流出,4,,,,,,,,,,,,,,,,,,,退ける,2,,,,,,,,,,,,,,,,,,
始まり,6,了承,4,,,,,,,,,,,,,,,,,,,題す,2,,,,,,,,,,,,,,,,,,
自宅,6,劣化,4,,,,,,,,,,,,,,,,,,,叩き込む,2,,,,,,,,,,,,,,,,,,
実刑,6,恫喝,4,,,,,,,,,,,,,,,,,,,達する,2,,,,,,,,,,,,,,,,,,
実情,6,蹂躙,4,,,,,,,,,,,,,,,,,,,担ぐ,2,,,,,,,,,,,,,,,,,,
弱者,6,%、「,3,,,,,,,,,,,,,,,,,,,断つ,2,,,,,,,,,,,,,,,,,,
取りあえず,6,(´;,3,,,,,,,,,,,,,,,,,,,恥づ,2,,,,,,,,,,,,,,,,,,
取りやめ,6,:　,3,,,,,,,,,,,,,,,,,,,張り切る,2,,,,,,,,,,,,,,,,,,
取り消し,6,`),3,,,,,,,,,,,,,,,,,,,挑む,2,,,,,,,,,,,,,,,,,,
周囲,6,　&,3,,,,,,,,,,,,,,,,,,,直る,2,,,,,,,,,,,,,,,,,,
出来,6,｀),3,,,,,,,,,,,,,,,,,,,追いつく,2,,,,,,,,,,,,,,,,,,
初期,6,♪　,3,,,,,,,,,,,,,,,,,,,追い回す,2,,,,,,,,,,,,,,,,,,
小学校,6,お祈り,3,,,,,,,,,,,,,,,,,,,追い抜く,2,,,,,,,,,,,,,,,,,,
少数,6,お世話,3,,,,,,,,,,,,,,,,,,,追っかける,2,,,,,,,,,,,,,,,,,,
衝撃,6,お返し,3,,,,,,,,,,,,,,,,,,,通える,2,,,,,,,,,,,,,,,,,,
上記,6,エスカレート,3,,,,,,,,,,,,,,,,,,,通り越す,2,,,,,,,,,,,,,,,,,,
上皇,6,ケンカ,3,,,,,,,,,,,,,,,,,,,潰える,2,,,,,,,,,,,,,,,,,,
新報,6,チン,3,,,,,,,,,,,,,,,,,,,添える,2,,,,,,,,,,,,,,,,,,
申込,6,バック,3,,,,,,,,,,,,,,,,,,,転がる,2,,,,,,,,,,,,,,,,,,
神様,6,バックアップ,3,,,,,,,,,,,,,,,,,,,塗る,2,,,,,,,,,,,,,,,,,,
人参,6,リーク,3,,,,,,,,,,,,,,,,,,,投げ込む,2,,,,,,,,,,,,,,,,,,
水域,6,悪用,3,,,,,,,,,,,,,,,,,,,当てはまる,2,,,,,,,,,,,,,,,,,,
水害,6,位置,3,,,,,,,,,,,,,,,,,,,当てる,2,,,,,,,,,,,,,,,,,,
盛況,6,移行,3,,,,,,,,,,,,,,,,,,,踏みにじる,2,,,,,,,,,,,,,,,,,,
製品,6,維持,3,,,,,,,,,,,,,,,,,,,踏み切る,2,,,,,,,,,,,,,,,,,,
赤旗,6,遺伝,3,,,,,,,,,,,,,,,,,,,踏む,2,,,,,,,,,,,,,,,,,,
専門,6,一喝,3,,,,,,,,,,,,,,,,,,,闘う,2,,,,,,,,,,,,,,,,,,
煽り,6,引用,3,,,,,,,,,,,,,,,,,,,動きだす,2,,,,,,,,,,,,,,,,,,
訴え,6,云々,3,,,,,,,,,,,,,,,,,,,動ける,2,,,,,,,,,,,,,,,,,,
総帥,6,営業,3,,,,,,,,,,,,,,,,,,,読み返す,2,,,,,,,,,,,,,,,,,,
総領事館,6,遠慮,3,,,,,,,,,,,,,,,,,,,突き刺さる,2,,,,,,,,,,,,,,,,,,
太極,6,汚染,3,,,,,,,,,,,,,,,,,,,突っ走る,2,,,,,,,,,,,,,,,,,,
代物,6,解雇,3,,,,,,,,,,,,,,,,,,,賑わす,2,,,,,,,,,,,,,,,,,,
大賞,6,回収,3,,,,,,,,,,,,,,,,,,,如く,2,,,,,,,,,,,,,,,,,,
大便,6,怪我,3,,,,,,,,,,,,,,,,,,,納める,2,,,,,,,,,,,,,,,,,,
中間,6,改革,3,,,,,,,,,,,,,,,,,,,覗く,2,,,,,,,,,,,,,,,,,,
途上,6,開場,3,,,,,,,,,,,,,,,,,,,発する,2,,,,,,,,,,,,,,,,,,
党勢,6,喝采,3,,,,,,,,,,,,,,,,,,,抜ける,2,,,,,,,,,,,,,,,,,,
冬季,6,完成,3,,,,,,,,,,,,,,,,,,,抜け出せる,2,,,,,,,,,,,,,,,,,,
当たり,6,歓待,3,,,,,,,,,,,,,,,,,,,飛び交う,2,,,,,,,,,,,,,,,,,,
逃げ,6,願望,3,,,,,,,,,,,,,,,,,,,評す,2,,,,,,,,,,,,,,,,,,
道具,6,帰結,3,,,,,,,,,,,,,,,,,,,病む,2,,,,,,,,,,,,,,,,,,
任期,6,規正,3,,,,,,,,,,,,,,,,,,,付き合える,2,,,,,,,,,,,,,,,,,,
抜き,6,吃驚,3,,,,,,,,,,,,,,,,,,,付け回す,2,,,,,,,,,,,,,,,,,,
費用,6,逆行,3,,,,,,,,,,,,,,,,,,,怖がる,2,,,,,,,,,,,,,,,,,,
非道,6,逆転,3,,,,,,,,,,,,,,,,,,,敷く,2,,,,,,,,,,,,,,,,,,
品格,6,救援,3,,,,,,,,,,,,,,,,,,,覆う,2,,,,,,,,,,,,,,,,,,
不敬,6,給食,3,,,,,,,,,,,,,,,,,,,覆す,2,,,,,,,,,,,,,,,,,,
付け,6,拠出,3,,,,,,,,,,,,,,,,,,,分かれる,2,,,,,,,,,,,,,,,,,,
部隊,6,共闘,3,,,,,,,,,,,,,,,,,,,分ける,2,,,,,,,,,,,,,,,,,,
部分,6,狂信,3,,,,,,,,,,,,,,,,,,,閉じ込める,2,,,,,,,,,,,,,,,,,,
文字,6,狂乱,3,,,,,,,,,,,,,,,,,,,偏る,2,,,,,,,,,,,,,,,,,,
法令,6,驚嘆,3,,,,,,,,,,,,,,,,,,,片づける,2,,,,,,,,,,,,,,,,,,
満員,6,仰天,3,,,,,,,,,,,,,,,,,,,返せる,2,,,,,,,,,,,,,,,,,,
民衆,6,緊張,3,,,,,,,,,,,,,,,,,,,弁える,2,,,,,,,,,,,,,,,,,,
冥福,6,緊迫,3,,,,,,,,,,,,,,,,,,,歩み寄る,2,,,,,,,,,,,,,,,,,,
余震,6,苦労,3,,,,,,,,,,,,,,,,,,,暮らす,2,,,,,,,,,,,,,,,,,,
与野党,6,敬意,3,,,,,,,,,,,,,,,,,,,放す,2,,,,,,,,,,,,,,,,,,
妖怪,6,経営,3,,,,,,,,,,,,,,,,,,,放つ,2,,,,,,,,,,,,,,,,,,
様相,6,経験,3,,,,,,,,,,,,,,,,,,,放る,2,,,,,,,,,,,,,,,,,,
用語,6,継承,3,,,,,,,,,,,,,,,,,,,褒める,2,,,,,,,,,,,,,,,,,,
要人,6,計算,3,,,,,,,,,,,,,,,,,,,飽き飽きする,2,,,,,,,,,,,,,,,,,,
理屈,6,撃沈,3,,,,,,,,,,,,,,,,,,,亡ぼす,2,,,,,,,,,,,,,,,,,,
留置,6,決意,3,,,,,,,,,,,,,,,,,,,暴く,2,,,,,,,,,,,,,,,,,,
槿恵,6,決裂,3,,,,,,,,,,,,,,,,,,,吠える,2,,,,,,,,,,,,,,,,,,
BIGBANG,5,結論,3,,,,,,,,,,,,,,,,,,,眠れる,2,,,,,,,,,,,,,,,,,,
Doronpa,5,建国,3,,,,,,,,,,,,,,,,,,,明かす,2,,,,,,,,,,,,,,,,,,
M,5,検査,3,,,,,,,,,,,,,,,,,,,鳴る,2,,,,,,,,,,,,,,,,,,
いた事,5,検索,3,,,,,,,,,,,,,,,,,,,滅ぼす,2,,,,,,,,,,,,,,,,,,
お越し,5,献上,3,,,,,,,,,,,,,,,,,,,躍る,2,,,,,,,,,,,,,,,,,,
お客,5,見物,3,,,,,,,,,,,,,,,,,,,有り得る,2,,,,,,,,,,,,,,,,,,
お茶,5,胡坐,3,,,,,,,,,,,,,,,,,,,遊ぶ,2,,,,,,,,,,,,,,,,,,
インテリ,5,後押し,3,,,,,,,,,,,,,,,,,,,預かる,2,,,,,,,,,,,,,,,,,,
カレー,5,後悔,3,,,,,,,,,,,,,,,,,,,用いる,2,,,,,,,,,,,,,,,,,,
キャンペーン,5,交配,3,,,,,,,,,,,,,,,,,,,抑え込む,2,,,,,,,,,,,,,,,,,,
コース,5,公演,3,,,,,,,,,,,,,,,,,,,落ちぶれる,2,,,,,,,,,,,,,,,,,,
ゴキパヨ,5,公募,3,,,,,,,,,,,,,,,,,,,乱れ飛ぶ,2,,,,,,,,,,,,,,,,,,
シュプレヒコール,5,向上,3,,,,,,,,,,,,,,,,,,,裏付ける,2,,,,,,,,,,,,,,,,,,
シリーズ,5,広報,3,,,,,,,,,,,,,,,,,,,立て直す,2,,,,,,,,,,,,,,,,,,
ジャーナリスト,5,肯定,3,,,,,,,,,,,,,,,,,,,励む,2,,,,,,,,,,,,,,,,,,
ソフト,5,根絶,3,,,,,,,,,,,,,,,,,,,練り歩く,2,,,,,,,,,,,,,,,,,,
タイトル,5,梱包,3,,,,,,,,,,,,,,,,,,,連ねる,2,,,,,,,,,,,,,,,,,,
チケット,5,差し入れ,3,,,,,,,,,,,,,,,,,,,連れる,2,,,,,,,,,,,,,,,,,,
ツイッターアカウント,5,再生,3,,,,,,,,,,,,,,,,,,,漏れる,2,,,,,,,,,,,,,,,,,,
トレンド,5,再選,3,,,,,,,,,,,,,,,,,,,論じる,2,,,,,,,,,,,,,,,,,,
ナイフ,5,在留,3,,,,,,,,,,,,,,,,,,,賄う,2,,,,,,,,,,,,,,,,,,
ハングル,5,錯乱,3,,,,,,,,,,,,,,,,,,,惑う,2,,,,,,,,,,,,,,,,,,
パーティー,5,殺傷,3,,,,,,,,,,,,,,,,,,,咎める,2,,,,,,,,,,,,,,,,,,
パフォーマンス,5,賛美,3,,,,,,,,,,,,,,,,,,,呟く,2,,,,,,,,,,,,,,,,,,
ヒダリ,5,残業,3,,,,,,,,,,,,,,,,,,,嘲笑う,2,,,,,,,,,,,,,,,,,,
プーチン,5,四苦八苦,3,,,,,,,,,,,,,,,,,,,揉む,2,,,,,,,,,,,,,,,,,,
プラカード,5,子育て,3,,,,,,,,,,,,,,,,,,,揉める,2,,,,,,,,,,,,,,,,,,
ボケ,5,持,3,,,,,,,,,,,,,,,,,,,毟る,2,,,,,,,,,,,,,,,,,,
メッセージ,5,自演,3,,,,,,,,,,,,,,,,,,,糺す,2,,,,,,,,,,,,,,,,,,
メン,5,自生,3,,,,,,,,,,,,,,,,,,,さらけ出す,1,,,,,,,,,,,,,,,,,,
ユーキャン,5,釈放,3,,,,,,,,,,,,,,,,,,,すっぱ抜く,1,,,,,,,,,,,,,,,,,,
リスナー,5,呪詛,3,,,,,,,,,,,,,,,,,,,すり抜ける,1,,,,,,,,,,,,,,,,,,
レームダック,5,樹立,3,,,,,,,,,,,,,,,,,,,ずれ込む,1,,,,,,,,,,,,,,,,,,
悪魔,5,銃殺,3,,,,,,,,,,,,,,,,,,,せせら笑う,1,,,,,,,,,,,,,,,,,,
案件,5,出向,3,,,,,,,,,,,,,,,,,,,たたき出す,1,,,,,,,,,,,,,,,,,,
意志,5,遵守,3,,,,,,,,,,,,,,,,,,,でっち上げる,1,,,,,,,,,,,,,,,,,,
異例,5,順守,3,,,,,,,,,,,,,,,,,,,にらみ合う,1,,,,,,,,,,,,,,,,,,
遺跡,5,処刑,3,,,,,,,,,,,,,,,,,,,ねじ曲げる,1,,,,,,,,,,,,,,,,,,
医学,5,処理,3,,,,,,,,,,,,,,,,,,,ねじ込む,1,,,,,,,,,,,,,,,,,,
医療,5,商売,3,,,,,,,,,,,,,,,,,,,はじき出す,1,,,,,,,,,,,,,,,,,,
一代,5,承知,3,,,,,,,,,,,,,,,,,,,ぶち込む,1,,,,,,,,,,,,,,,,,,
印象,5,招待,3,,,,,,,,,,,,,,,,,,,ぶっ殺す,1,,,,,,,,,,,,,,,,,,
嘘つき,5,詳述,3,,,,,,,,,,,,,,,,,,,まかり通る,1,,,,,,,,,,,,,,,,,,
英語,5,上映,3,,,,,,,,,,,,,,,,,,,もみ合う,1,,,,,,,,,,,,,,,,,,
駅前,5,食事,3,,,,,,,,,,,,,,,,,,,やって来る,1,,,,,,,,,,,,,,,,,,
駅頭,5,浸透,3,,,,,,,,,,,,,,,,,,,やり合う,1,,,,,,,,,,,,,,,,,,
汚物,5,進行,3,,,,,,,,,,,,,,,,,,,キメる,1,,,,,,,,,,,,,,,,,,
横断幕,5,進出,3,,,,,,,,,,,,,,,,,,,ハマる,1,,,,,,,,,,,,,,,,,,
会館,5,進捗,3,,,,,,,,,,,,,,,,,,,バカげる,1,,,,,,,,,,,,,,,,,,
海域,5,推奨,3,,,,,,,,,,,,,,,,,,,阿る,1,,,,,,,,,,,,,,,,,,
各層,5,崇拝,3,,,,,,,,,,,,,,,,,,,愛す,1,,,,,,,,,,,,,,,,,,
割合,5,制作,3,,,,,,,,,,,,,,,,,,,扱き下ろす,1,,,,,,,,,,,,,,,,,,
官僚,5,成長,3,,,,,,,,,,,,,,,,,,,宛てる,1,,,,,,,,,,,,,,,,,,
願い,5,接待,3,,,,,,,,,,,,,,,,,,,依る,1,,,,,,,,,,,,,,,,,,
